UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
GO,PARAUNA,SETOR CENTRAL,AVENIDA EUCLIDES DA CUNHA,75984970,CORREIOS,AC PARAÚNA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.9495882509321,-50.4491444966115,"Rua Euclides Cunha , Sao Central - Parauna, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PARAZINHO,CENTRO,"RUA MONSENOR FREITAS, 20 - CENTRO",59586970,CORREIOS,AC PARAZINHO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.22918885285097,-35.8415389332936,"Rua Monsenhor Freitas 20, Parazinho - PARAZINHO, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PARECI NOVO,CENTRO,"AV 20 DE MARÇO, 1420",95783000,POSTO DE ATENDIMENTO,COMERCIAL SANTOS,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.6367188142139,-51.4047074924194,"Avenida 20 De Marco 1420, Centro - Pareci Novo, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RO,PARECIS,CENTRO,"AV CARLOS GOMES, 550",76979000,POSTO DE ATENDIMENTO,FARMÁCIA SÃO PAULO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.182508499651,-61.6055419995477,"Avenida Carlos Gomes 550, Centro - Parecis, RO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PAREDAO DE MINAS,CENTRO,"RUA VERISSIMO SILVA, 176  B",39280000,POSTO DE ATENDIMENTO,HELIO PEREIRA DE MATOS,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.1141369391257,-45.4368367666207,"Rua Verissimo Silva 176, Centro - Buritizeiro, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MT,PAREDÃO GRANDE,CENTRO,RD BR 070 KM 156,78620000,POSTO DE ATENDIMENTO,AUTO POSTO CASAGRANDE,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.5589061909582,-53.3931420398049,"MISSAO SALESIANA MERURI - GENERAL CARNEIRO, 70 - MT",LOCALIDADE/MUNICÍPIO,MUNICÍPIO,
RN,PARELHAS,CENTRO,"RUA ALEXANDRINA PEREIRA, 85 - CENTRO",59360970,CORREIOS,AC PARELHAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.68810330782024,-36.6548983089522,"Rua Alexandrina Pereira 85, Parelhas - Parelhas, RN",LOGRADOURO,NÚMERO DE PORTA,
AM,PARINTINS,CENTRO,"RUA RUI BARBOSA, 1958",69151970,CORREIOS,AC PARINTINS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-2.62270933627184,-56.7315540998603,"Rua Ruy Barbosa, Centro - Parintins, AM",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,PARIPIRANGA,CENTRO,"R PAULO DIAS NASCIMENTO, S/N",48430970,CORREIOS,AC PARIPIRANGA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-10.6868170519764,-37.8624531555629,"Rua Paulo Dias Nascimento , Centro - Paripiranga, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
AL,PARIPUEIRA,CENTRO,"AV. ANTÔNIO REINALDO,45",57935970,CORREIOS,AC PARIPUEIRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.46683438681224,-35.5491902090322,"Avenida Antonio Reinaldo 45, Centro - Paripueira, AL",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PARNAGUA,CENTRO,"AVENIDA DAVID MASCARENHAS, S/N",64970970,CORREIOS,AC PARNAGUÁ,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-10.2251229199402,-44.6375654984597,"Avenida David Mascarenhas , Centro - Parnagua, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PARNAÍBA,CENTRO,"AVENIDA PRESIDENTE VARGAS, 774",64200200,FRANQUIAS,AF SERV E COM DE EQUIP DE TELC LTDA,SAP,08:00 às 17:00,08:00  às  12:00,NÃO FUNCIONA,-2.90361155450979,-41.7751728063405,"Avenida Presidente Getulio Vargas 774, Centro - Parnaiba, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PARNAMIRIM,CENTRO,"RUA EDGAR DANTAS, 80",59140290,FRANQUIAS,CRUZ E MOURA LTDA,SAP,09:00 às 17:00,09:00  às  13:00,NÃO FUNCIONA,-5.91853040070397,-35.2621925029818,"Rua Edgar Dantas 80, Centro - Parnamirim, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PARNARAMA,CENTRO,"RUA BURITI BRAVO, 81",65640970,CORREIOS,AC PARNARAMA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.67973135017598,-43.0913090005732,"Rua Buriti Bravo 81, Centro - Parnarama, MA",LOGRADOURO,NÚMERO DE PORTA,
RS,PAROBE,CENTRO,"RUA JOAO MOSMANN, 243 LJ 01",95630970,CORREIOS,AC PAROBE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.6303408228279,-50.8333373134804,"Rua Joao Mosmann 243, Centro - Parobe, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PAROBÉ,CENTRO,"RUA ODORICO MOSMANN, 441",95630000,FRANQUIAS,INTELCELL TELEFONES LTDA ME,SAP,09:00 às 18:30,09h  às  12h,NÃO FUNCIONA,-29.6313152784783,-50.8348607627018,"Rua Odorico Mosmann 441, Centro - Parobe, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PASSA E FICA,CENTRO,"AV CELSO LISBOA, 1217 - CENTRO",59218970,CORREIOS,AC PASSA E FICA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.44105914385003,-35.6416945434812,"Avenida Celso Lisboa 1217, Centro - Passa E Fica, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PASSA QUATRO,CENTRO,PRACA DOUTOR ALKIMIM 6,37460970,CORREIOS,AC PASSA QUATRO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.3871985638104,-44.9668497025602,"Praca Doutor Alkimin 6, Centro - PASSA QUATRO, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PASSA SETE,CENTRO,RUA TARUMA 25,96908971,CORREIOS,AC PASSA SETE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.4475072093575,-52.9661896908847,"Rua Taruma 25, Centro - Passa Sete, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PASSA TEMPO,CENTRO,TRAVESSA DADIDO DE MORAIS 57,35537970,CORREIOS,AC PASSA TEMPO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.6513453098709,-44.4972431012197,"Travessa Dadico De Moraes 57, Nossa Senhora Lourdes - PASSA TEMPO, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PASSABEM,CENTRO,PCA SAO JOSE 300,35810970,CORREIOS,AC PASSABEM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.352480420776,-43.1382934532499,"Praca Sao Jose 300, Centro - Passabem, MG",LOGRADOURO,NÚMERO DE PORTA,
PB,PASSAGEM,CENTRO,"RUA DO COMÉRCIO, 76",58734970,CORREIOS,AC PASSAGEM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.13756539316119,-37.0493826687012,"Rua Comercio 76, Centro - Passagem, PB",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PASSAGEM FRANCA,CENTRO,"TV  15 DE NOVEMBRO,  S/N",65680970,CORREIOS,AC PASSAGEM FRANCA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.18081213512616,-43.7804762331878,"Travessa Quinze Novembro , Centro - Passagem Franca, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,PASSIRA,CENTRO,"R. DA MATRIZ, 211",55650970,CORREIOS,AC PASSIRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.97765265852937,-35.5820577136936,"Rua Matriz 211, Centro - Passira, PE",LOGRADOURO,NÚMERO DE PORTA,
AL,PASSO DE CAMARAGIBE,CENTRO,"RUA FERNANDES LIMA, 64",53930970,CORREIOS,AC PASSO DE CAMARAGIBE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.24287159524058,-35.4897849782313,"Rua Doutor Fernandes Lima 64, Centro - Passo De Camaragibe, AL",LOGRADOURO,NÚMERO DE PORTA,
SC,PASSO DE TORRES,CENTRO,"RUA ANTONIO TEIXEIRA DE FARIAS, 427",88980970,CORREIOS,AC PASSO DE TORRES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.3217066816481,-49.7191541425015,"Rua Antonio Teixeira Farias 427, Centro - Passo De Torres, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PASSO DO SOBRADO,CENTRO,"RUA SÃO JOSÉ, 218",96685000,POSTO DE ATENDIMENTO,LOJA NOVA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.7455248524861,-52.2756890070588,"Rua S Jose 218, Centro - Passo Do Sobrado, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PASSO FUNDO,CENTRO,RUA MOROM 1449,99010032,FRANQUIAS,SARAIVA TELEFONIA E INFO LTDA ME,SAP,09:00 às 18:00,09:00  às  15:00,NÃO FUNCIONA,-28.2653821166392,-52.4135903526342,"Rua Morom 1449, Centro - Passo Fundo, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PASSOS,CENTRO,"AVENIDA AROUCA, 680",37900152,FRANQUIAS,ATUAL TELECOM COM PROD DE TEL LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-20.719121988294,-46.6076326858242,"Avenida Arouca 680, Centro - Passos, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PASSOS MAIA,CENTRO,"AV PADRE JOÃO BOTERO, 874",89687000,POSTO DE ATENDIMENTO,FARMÁCIA E DROGARIA PASSOS MAIA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.7795517301548,-52.0585191495481,"Avenida Pe Joao Botero 874, Centro - Passos Maia, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PASTOS BONS,SAO JOSE,"AV  DOMINGOS SERTAO,  S/N",65870970,CORREIOS,AC PASTOS BONS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.60521145905543,-44.0931853787526,"Avenida Domingos Sertao , Sao Jose - Pastos Bons, MA",LOGRADOURO,NÚMERO DE PORTA,
MG,PATIS,CENTRO,"AV GERALDO ATAIDE, 171",39425000,POSTO DE ATENDIMENTO,JAKSON LOPES MAIA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.082705133353,-44.0840588350642,"Avenida Doutor Geraldo Ataide 171, Centro - Patis, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PATO BRAGADO,CENTRO,RUA GUAIRA 2699,85948970,CORREIOS,AC PATO BRAGADO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.6266469977748,-54.2284989976986,"Rua Guaira 2699, Centro - Pato Bragado, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,PATOS,CENTRO,"RUA PRESIDENTE EPITACIO PESSOA, 48",58700020,FRANQUIAS,LM COMERCIO TELEFONIA LTDA,SAP,08:00 às 18:00,08:00  às  13:00,NÃO FUNCIONA,-7.02427227071024,-37.2781564279063,"Rua Presidente Epitacio Pessoa 48, Centro - Patos, PB",LOGRADOURO,NÚMERO DE PORTA,
MG,PATOS DE MINAS,CENTRO,"RUA GENERAL OSORIO, 119",38700114,FRANQUIAS,ANDRESSA THAISES V FARIA EIRELI ME,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-18.5887719440337,-46.5154291287963,"Rua General Osorio 119, Centro - Patos De Minas, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PATOS DO PIAUI,CENTRO,"AV JOAQUIM LOPES DOS REIS, S/N",64580000,POSTO DE ATENDIMENTO,VALDOMIRO MIGUEL DA SILVA - ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.67847098239802,-41.2436339923177,"Avenida Joaquim Lopes Dos Reis , Centro - Patos Do Piaui, PI",LOGRADOURO,NÚMERO DE PORTA,
MG,PATROCÍNIO,CENTRO,"RUA TEODORO GONCALVES, 226",38740006,FRANQUIAS,FUTURA ATENDE TRIANGULO TEL EIRELI,SAP,08:30 às 18:00,08:30  às  12:30,NÃO FUNCIONA,-18.9390933929633,-46.9934160349383,"Rua Teodoro Goncalves 226, Centro - Patrocinio, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,PATROCINIO DO MURIAE,CENTRO,RUA MARIO DAHER 6,36860970,CORREIOS,AC PATROCINIO DO MURIAE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.1536058982549,-42.2104631131241,"Rua Mario Daher 6, Centro - Patrocinio Do Muriae, MG",LOGRADOURO,NÚMERO DE PORTA,
RJ,PATY DO ALFERES,CENTRO,RUA CAPITAO ZENOBIO DA COSTA 55,26950970,CORREIOS,AC PATY DO ALFERES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.4212387684592,-43.421354468351,"Rua Capitao Zenobio Costa 55, Centro - Paty Do Alferes, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,PAU BRASIL,CENTRO,"PC JURACY MAGALHAES, 160",45890970,CORREIOS,AC PAU BRASIL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.4651586764317,-39.6515315567672,"Travessa Juracy Magalhaes 160, Centro - Pau Brasil, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,PAU DARCO,CENTRO,"AV. BERNARDINO FURTADO, 564",68545970,CORREIOS,AC PAU D'ARCO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.83006613280915,-50.0428938979071,"Rua Bernardino Furtado 564, Centro - Pau Darco, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PAU DARCO DO PIAUI,CENTRO,"AV. OTILIA M. DE PAIVA, 453",64295000,POSTO DE ATENDIMENTO,DROGARIA MARIANO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.25341029136156,-42.3882183122145,"Avenida Maria Otilia Maria De Paiva 453, Centro - Pau Darco Do Piaui, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PAU DOS FERROS,CENTRO,"PRAÇA DA MATRIZ, 96 - CENTRO",59900970,CORREIOS,AC PAU DE FERROS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.11099662140127,-38.2053112746823,"Praca Matriz 96, Pau Dos Ferros - Pau Dos Ferros, RN",LOGRADOURO,NÚMERO DE PORTA,
PE,PAUDALHO,CENTRO,"PRAÇA PEDRO COUTINHO, 28, TÉRREO",55825970,CORREIOS,AC PAUDALHO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.90085163995046,-35.1785195239385,"Praca Pedro Coutinho 28, Centro - Paudalho, PE",LOGRADOURO,NÚMERO DE PORTA,
MG,PAULA CANDIDO,CENTRO,PRACA DO ROSARIO 25 LOJA 2,36544970,CORREIOS,AC PAULA CANDIDO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.8742918178691,-42.9782125287785,"Praca Rosario 25, Centro - Paula Candido, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PAULA FREITAS,CENTRO,AVENIDA AGOSTINHO SOUZA 1080,84630970,CORREIOS,AC PAULA FREITAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.2095801346602,-50.9354767560499,"Avenida Agostinho De Souza 1080, Centro - Paula Freitas, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PAULINO NEVES,CENTRO,"AV. NOVO RIO, S/N",65585970,CORREIOS,AC PAULINO NEVES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-2.72131499271465,-42.5420200738855,"Avenida Rio Novo , Centro - Paulino Neves, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,PAULISTA,CENTRO,"RUA VICENTE DE FRANÇA, S/N",58860970,CORREIOS,AC PAULISTA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.59525276630932,-37.6236285318015,"Rua Vicente Franca , Centro - Paulista, PB",LOGRADOURO,NÚMERO DE PORTA,
PE,PAULISTA,CENTRO,"RODOVIA PE 15, 242",53401445,FRANQUIAS,A L TELECOM SERV TELEATEND LTDA,SAP,10:00 às 22:00,10:00  às  22:00,13:00  às  21:00,-7.94983045417382,-34.8772988100183,"Rodovia Pe 15 , Centro - Paulista, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PAULISTANA,CENTRO,"AV. MARECHAL DEODORO, S/N",64750970,CORREIOS,AC PAULISTANA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.14146719104329,-41.1484476140221,"Avenida Marechal Deodoro , Centro - Paulistana, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PAULISTAS,CENTRO,RUA BIAS FORTES 48,39765970,CORREIOS,AC PAULISTAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.4330398109286,-42.86912558634,"Rua Bias Fortes 48, Centro - Paulistas, MG",LOGRADOURO,NÚMERO DE PORTA,
BA,PAULO AFONSO,ALVES DE SOUZA,"RUA DA HARMONIA, 263",48608490,FRANQUIAS,TELE NEW COM TEL E INFO LTDA,SAP,08:30 às 18:00,08:30  às  13:00,NÃO FUNCIONA,-9.4019088745082,-38.2165570116852,"Rua Da Harmonia 263, Alves Souza - Paulo Afonso, BA",LOGRADOURO,NÚMERO DE PORTA,
RS,PAULO BENTO,CENTRO,"RUA BOA VISTA, 40",99718000,POSTO DE ATENDIMENTO,DIVINA MULHER,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.7029447111682,-52.4221750992417,"Rua Boa Vista 40, Centro - Paulo Bento, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PAULO FRONTIN,CENTRO,RUA QUATORZE DE DEZEMBRO 166,84635970,CORREIOS,AC PAULO FRONTIN,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.0409590875262,-50.8317813777797,"Rua 14 De Dezembro 166, Centro - Paulo Frontin, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
AL,PAULO JACINTO,CENTRO,"RUA JOÃO CASSIANO COSTA, S/N",57740970,CORREIOS,AC PAULO JACINTO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.37273600603604,-36.3705307529991,"Rua Joao Cassiano Costa , Centro - Paulo Jacinto, AL",LOGRADOURO,NÚMERO DE PORTA,
SC,PAULO LOPES,CENTRO,RUA SANTA CATARINA. 126,88490970,CORREIOS,AC PAULO LOPES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.9639175687302,-48.6825610519795,"Rua Sta Catarina 126, Centro - Paulo Lopes, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PAULO RAMOS,CENTRO,PRAÇA DO MERCADO 31,65716970,CORREIOS,AC PAULO RAMOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-4.44515518090389,-45.2396332336241,"Praca Do Mercado 31, Centro - Paulo Ramos, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PAVAO,CENTRO,PRACA LOURIVAL BARBOSA 33,39814970,CORREIOS,AC PAVAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.4306867877865,-40.9988394469127,"Praca Lorival Barbosa 33, Centro - PAVAO, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PAVERAMA,CENTRO,R. QUATRO DE JULHO. 7522,95865970,CORREIOS,AC PAVERAMA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.5479488121853,-51.7208033952239,"Rua 4 De Julho 7522, Centro - Paverama, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,PE DE SERRA,CENTRO,"RUA MANOEL CARNEIRO RIOS, 95",44655970,CORREIOS,AC PE DE SERRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.8348654437251,-39.6159841631296,"Rua Manoel Carneiro Rios 95, Centro - Pe De Serra, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PEABIRU,CENTRO,AVENIDA DIDIO BOSCARDIN BELLO 653,87250970,CORREIOS,AC PEABIRU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.9144556523326,-52.3437881442783,"Avenida Dr Didio Boscardin Bello 653, Centro - Peabiru, PR",LOGRADOURO,NÚMERO DE PORTA,
MG,PECANHA,CENTRO,RUA SENADOR SIMAO DA CUNHA 67,39700970,CORREIOS,AC PECANHA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.5501996982743,-42.557493597658,"Rua Senador Simao Da Cunha 67, Centro - Pecanha, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,PEDRA,CENTRO,"R. ANTÔNIO SIQUEIRA, 11",55280970,CORREIOS,AC PEDRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.5004962652754,-36.9468968283019,"Rua Antonio Siqueira 11, Centro - Pedra, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PEDRA AZUL,CENTRO,AVENIDA NETERCIO DE ALMEIDA 101,39970970,CORREIOS,AC PEDRA AZUL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.0052740385299,-41.2824888460792,"Avenida Netercio De Almeida 101, Centro - Pedra Azul, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,PEDRA BONITA,CENTRO,RUA NICOLAU VIANA 18,35364972,CORREIOS,AC PEDRA BONITA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.5220416859739,-42.3293627797839,"Rua Nicolau Viana 18, Centro - Pedra Bonita, MG",LOGRADOURO,NÚMERO DE PORTA,
PB,PEDRA BRANCA,CENTRO,"AV. CONEGO FIRMINO, 418",58790970,CORREIOS,AC PEDRA BRANCA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.42598318459691,-38.0682768900125,"Avenida Conego Manoel Firmino 418, Centro - Pedra Branca, PB",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
AP,PEDRA BRANCA DO AMAPARI,CENTRO,"RUA FRANCISCO BRAS, S/N",68945970,CORREIOS,AC PEDRA BRANCA DO AMAPARI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,0.777935351115597,-51.9516407946455,"Avenida Francisco Braz , Centro - PEDRA BRANCA DO AMAPARI, AP",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PEDRA DO ANTA,CENTRO,RUA MAJOR JOSE LUIS S. VIANA 205,36585970,CORREIOS,AC PEDRA DO ANTA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.596260018405,-42.716759194866,"Rua Major Jose Luiz Da Silva Viana 205, Centro - PEDRA DO ANTA, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,PEDRA DO INDAIA,CENTRO,RUA NOVA 01 LOJA A,35565970,CORREIOS,AC PEDRA DO INDAIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.2573057078011,-45.2066615831745,"Rua Nova, 1 - Centro - Pedra Do Indaia, MG",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,PEDRA LAVRADA,CENTRO,"PÇ. EUGÊNIO VASCONCELOS, S/N",58180970,CORREIOS,AC PEDRA LAVRADA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.75831954774273,-36.472708218063,"Praca Eugenio Vasconcelos , Centro - Pedra Lavrada, PB",LOGRADOURO,NÚMERO DE PORTA,
MT,PEDRA PRETA,CENTRO,AVENIDA FREI SERVACIO 310,78795970,CORREIOS,AC PEDRA PRETA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.6080120339251,-54.4896218503885,"Avenida Fr Servacio 310, Centro - Pedra Preta, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PEDRA PRETA,CENTRO,"RUA SENADOR JOÃO CÂMARA, 83 - CENTRO",59547970,CORREIOS,AC PEDRA PRETA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.58181630307443,-36.1042840998735,"Rua Senador Joao Camara 83, Pedra Preta - Pedra Preta, RN",LOGRADOURO,NÚMERO DE PORTA,
MG,PEDRALVA,CENTRO,RUA PEDRO MONTI 272,37520970,CORREIOS,AC PEDRALVA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.2477533240383,-45.466626820375,"Rua Pedro Monti 272, Centro - Pedralva, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
